military_power_ratio,troop_movement,nuclear_capability,nuclear_warheads,gdp_ratio,sanctions_intensity,trade_dependency,ideology_distance,political_stability,historical_conflict,border_distance,news_sentiment,nationalism_index,leader_aggression,target
1.0618101782710436,46,0,20,1.5141623471216166,7,0.9492731062456169,0.8448640854105085,0.9340329911306393,5,793.537402228831,-0.7405874840199462,0.08400171452062566,0.2746368798169829,1
1.9260714596148742,11,0,157,1.9159734580448144,7,0.879601496711762,0.35967556122306776,0.7663512805573902,6,85.59955282276832,-0.09249247949929296,0.6815260298866503,0.27308145032131836,1
1.5979909127171077,61,0,268,0.9034520473930789,9,0.9070419604150218,0.6872343434606829,0.6579499112045923,0,183.45788475886505,0.013860232154388807,0.6801096984332773,0.3026222850818887,1
1.397987726295555,79,0,161,1.2131099117751105,6,0.9915327758273865,0.31283419752422004,0.8238963816246643,0,758.4036730342032,0.3747798253714292,0.6690800168622832,0.6123133848469222,1
0.7340279606636548,87,1,259,1.4515096095668065,4,0.20831539000851795,0.06090554323518271,0.6475197955701631,4,21.98652203932361,0.26656696466599095,0.942334494935037,0.4383327756143538,1
0.7339917805043039,82,1,411,1.999199372323446,0,0.35543933736406175,0.7015652656029423,0.9689443971742911,5,816.8779858937828,0.6214413458903496,0.8230875290068804,0.7267348363533426,1
0.5871254182522991,7,1,101,0.6572120974963582,8,0.6692190299248667,0.009827552569787845,0.7139579478647715,8,13.949018691911451,-0.9104971321475237,0.04197272624350601,0.8949106425646658,1
1.7992642186624028,94,1,222,1.2478561992585637,6,0.48380253986064725,0.40918258745848857,0.9246586095822468,0,657.1188390612733,-0.4071185504412056,0.47108285070451317,0.6741993749428606,2
1.4016725176148133,20,0,58,1.07768017985375,1,0.4183895333783335,0.32937926930207573,0.517131892010638,3,365.0939202318059,-0.4397317624492405,0.3979530562013335,0.2044667201975755,1
1.5621088666940683,80,0,246,1.7987302478335327,5,0.35781124933559305,0.6933775385188524,0.11706441298186265,9,611.4948527191991,-0.7079661888157835,0.31014722109080206,0.9326819023605022,3
0.5308767414437037,86,1,127,1.2139515965174839,1,0.5937806319434522,0.7662454727603789,0.5281777214230171,7,696.0314069891137,-0.42164349228711373,0.4513367251540973,0.2644928733474785,1
1.9548647782429915,79,1,282,0.6664662868777221,0,0.575593428640082,0.30409463597128383,0.1268728280630933,9,342.4752191863042,-0.38046937171419315,0.38419418492597746,0.14989429532815812,3
1.7486639612006325,69,0,324,1.4516362179298754,6,0.16145783406424008,0.8116270144448535,0.592493479176405,8,107.96244811083555,0.043768923854956565,0.43233389987866533,0.0899672788609609,2
0.8185086660174142,71,1,24,1.6561709273958196,1,0.47173983751843906,0.29391676050493376,0.48249306052766294,2,69.64586774826564,0.3274089578525121,0.9792618656086425,0.5633837406661656,1
0.7727374508106509,24,1,130,0.5043218774984219,1,0.5534717762098499,0.4463263599865612,0.6225753978327817,1,588.9360225625478,-0.23779897277637185,0.08863297474958076,0.1137624624806518,1
